date,rating,review
2012-10-01,5,love pizza lot option hoboken alone let alone jersey city course nyc hoboken two place make perfect thin ny style pizza slice basile one crust amazing taste great hold cheese n't oily topping good place excellent service quick point great place slice go
2012-07-20,3,hit miss usually go mid afternoon get really crispy slice noticed though day progress pizza sits congeals unappetizing looking mess night bf brought home burnt slice ended tossing trash also time staff rude barking help put energy cleaning table dumping garbage putting condiment shaker 1 red pepper shaker
2012-07-10,2,great desperate something eat particularly useful late night pretty cheap corner right next best spot hoboken course near train station pie tendency sit around rather long time unless plain pie chance might getting something fresh people work okay couple others drive nut hob normal time week way better place grab slice
2012-07-09,4,pick slice amongst numerous display hard miss corner near hoboken station thin crust meal reheated 2 min place great ambience seating even accept card whatever grab ur slice head carlos fo cannoli
2012-07-03,2,always packed corner location may think best pizza hoboken unless see take pie oven probably wo n't fresh sometimes pie sit day bright light enough give sun burn never seen bright lighting life wtf table dirty hell sit eat clearly concerned customer opinion cleanliness tv hanging wall blasting different channel music playing like like usually hear fucking thing plus place boiling hot try go naked sweat death case location nothing pffft
2012-06-02,3,second review still go positive negative noteworthy fault biggest fault pizza sitting around longer twenty minute start lose deliciousness fast pizza want leftover fresh turn cardboard right quick service hit miss people work basile put smile face see others scowl best bet plain slice probably n't sitting around long anything else give long hard look see edge slice starting curl better leaving alone
2012-06-01,4,legit crispy thin delicious pizza quick place stop way path wall open air three tv ambiance basically street really good pizza go place crust amazingly bubbly thin crispy best part cheese definitely bit greasy great tomato basil
2012-05-21,2,meh experienced better sum place soooo many great place chose good pizza town place n't one location awesome probably making killing suzy chad minivan soccer team visiting carlo pizza quality n't great tried twice pizza actually look really good tempting time flavor n't bland like someone said grainy n't add salt pizza flavor variety different pie choose tried couple kinda meh best think place really version tgi friday tourist come get slice line feel like local heard rumor rumor owned carlo bakery know people inside course incredibly nice worth stopping ordering delivery stick napoli balbos benny
2012-05-21,5,hand one best pizza long time tried marguerita plain cheese crust thin crispy slice huge owner russell basile kind enough donate pizza 30 people relay life event hoboken past weekend extremely grateful generosity blown away quality pizza new favorite pizza spot hoboken much success basile
2012-05-17,2,keeping two star stopped early evening slice reheated slice blah outdoor table breadcrumb previous customer busy time garbage pizzeria packed 6 inch rim paper plate underneath table dozen pizzeria within walking distance better customer
2012-05-12,3,solid pizza love crust good topping choice always smell look amazing walk n't take credit card understand want bar crowd night pay cash ordering 40 pizza dinner weeknight nice use credit card pizza also pretty pricey standard hoboken ny area pizza place
2012-04-23,5,wow pizza best around n't found anything even come close pizza mood pizza place go yummy
2012-04-23,5,basiles hoboken amazing pizza favorite white slice always fresh staff always friendly love would highly reccomend also warm offer outside seating
2012-04-20,2,first opened thought wow best pizza hoboken 3 month seems gone hill suce gotten skimpier well cheese fact last couple time tried seems like topping ended 2 third slice gave 3 try three time disappointed
2012-04-09,2,tried place time good location lot different topping choose unfortunately pizza n't good grainy much corn meal think corn meal whatever grainy crust n't really chewy crispy various topping tried lacked flavor unfortunate many out-of-towners waiting online carlos think pizza hoboken really taste like least pas one cash atm inside
2012-04-05,5,love love love best thin crust tasty topping cheap go place pizza hoboken
2012-04-04,5,glad friend decided stop basile pizza idea difference taste new york pizza new jersey pizza soon found liked owner happened really friendly explained u difference ny pizza nj pizza peperoni buffalo pizza good friend grandma margarita pizza loved visiting houston definitely plan going back basile next trip new york worth trip hoboken
2012-03-27,4,besty went new york checked infamous cake bos waiting line grabbed slice spot sure mom pop run includes child age working lol pizza absolutely delicious would say area check er
2012-03-16,3,time nice weather warm winter pretty much sol seating take go right corner near cake bos bakery see ton foot traffic always busy always quick service pizza conditional get piece right oven mean see take cut plate hand delicious often going get piece sitting around door open space mean one two thing 1 winter piece dried cold wo n't taste good heat 2 hot bet dollar donut fly insect given slice little extra sauce either way cheap eats quick service wish star n't align perfect slice
2012-03-12,3,nice little spot hoboken tasty pizzaon unseasonably warm day february basile thrown open window drs let sunshine ini tried nonna grandmom square-cut crisply thin-crusted slice really good garlicky tomato sauce cheese pizza definitely needed blot tasty oil napkin really yummyi see place get busy default b c proximity carlo bakery cake bos really think pizza stand own3 5 stelle
2012-02-28,4,winner best location hoboken go basile pizza really could guy stepped bigger pile corner location restaurant gold ever present tourist trap carlo bakery next door yeah know back far take pick want avocado pizza fairly positive put ya fan fountain soda quite syrupy need careful year fly taking bite pizza open door work
2012-02-22,4,yummy crust use panko bread crumb underneath crust make special good place bar coming back city quick slice walk home white pizza fantastic wish delivered enjoy
2012-01-25,4,every day pas basile coming path must suppress allure colorful pizza display sizable strombolis finally gave temptation purchased slice mushroom pizza basile make damn good slice crust super thin crispy flop weight topping nice touch sprinkle cornmeal bottom crust add additional crunch similarly pizza hut better sauce pleasantly sweet overbearingly nice compliment crust cheese star lost pizza sitting window cold despite slice reheated still maintained cold-cheese texture said feel need order fresh pie basile judge cheese different light expect good thing
2012-01-24,3,try square grandma slice tasty marinara sauce shine wish crust crunchier
2012-01-24,5,finally good pizza part hoboken owner amazingly nice man sat talked u multiple occasion pizza great try fresh mozz tomato one mmmmmmm
2012-01-19,1,want say much first opened really really good crust crusty cheese yummy pizza tasted fresh 3 month got two slice today margarita sausage worst pizza ever crust soggy pizza smelled like bad old oil cheese tasted like cheese taco bell taco except melted plain bread regular cheese would taste better think worst pizza ever might worst food ever
2011-12-26,3,great crispy crust pizza solid assortment topping nice place open air open late right near path say better late night pizza option hoboken need another camera angle confirm call field
2011-12-22,5,great slice thin crispy grandma slice amazing fyi supposed nice amount garlic great place keep 6 sausage roll lot hey got ta pay rent primo location lady gave 1 star go breastfeed home didnt even order walked thing place business
2011-12-20,5,oh basile first bite dream thin crispy crust delicious topping warm gooey cheese salty pepperoni mmm reunite dream dream basile pizza shop serf pizza slice also serf whole pie step inside small shop see big slice ny style pizza displayed front glass window point choose slice want throw oven heat 5 minute everything looked amazing really hard making decision ended picking chicken pepperoni chicken-topping newbie never knew magic wow n't know even eat pizza without chicken basile made chicken-topping lover crust perfectly crisp topping absolutely delicious much 3 day stay hoboken went twice n't know even know eat pizza cali
2011-12-03,4,first nj slice bad fact pretty good compared usual brooklyn hangout completely open street one side due nice weather pidgin wandered
2011-10-17,5,place crispy pizza lover actually enjoy eating crust tomato sauce fresh sweet tasting sicilian sausage plain slice delicious basile cheap fast tasty russell owner always overlooking staff make sure customer satisfied often give away free slice plan work expand god awful burrito place next door hopefully inside seating upcoming cold weather check basiles wont disappointed
2011-10-17,1,pizza mediocre best woman behind counter beyond rude wont ever go back
2011-10-10,3,decent pizza decent price great location open late ca n't really go wrong n't kind meal one really need dissect like said decent pizza want something cheap quick analysis seek go love crust awesome seeded crispy feel really add something special also big step lot late night mass-quantity pizza place tend doughier-crust top however fairly mediocre red sauce particular virtually flavor slightly sweet lack zest really expect great slice pizza
2011-10-01,2,place look nice stopped try new pizza place disappointed usual hobokens pizza offering reason people like place gorging crappy pizza hoboken pizza impostos basile one step generic rip low grade nyc pizzeria crust way crispy dry feel sucking moisture mouth eat almost like vat oil throw top come n't even want know much sodium slice pizza sucking water 2 hour got eating greasy salty pizza hide low quality pizza make hooboken really need wake figure good pizza reason place like impostos basile stay open location drunk passing night n't palette quality slice
2011-10-01,3,good pizza would say best crust thin crispy crispy better make sure something drink eating two slice pizza also could use cheese also le greasy
2011-09-22,5,excellent pizza amazing crispy crust ca n't stop thinking split 4 slice try thing one better next nona delicious sicilian square really liked sauce tried eggplant pizza thinly sliced piece way like fresh buffalo mozzarella tomato pizza basile amazing go try best pizza setting also pretty cool fun spot lively part hoboken one thing service great place well kept clean going bring kid next time sure
2011-09-17,2,red sauce taste like made cheapest tomato pie taste okay overcooked
2011-09-14,5,decided check place class roommate tonight excited see new pizza place open right around corner u surrounding pizza place downright awful anyway got slice red pie roommate got slice white pie sauce mine great crust perfectly crispy roommate loved slice well digging ricotta best part experience got sit owner staff guy know also super friendly enthusiastic opening town everyone nice service great super psyched place around corner new go-to place want delicious cheap slice pizza within walking distance
